Incident_ID,Created_At,Country,Stream,Severity,Business_Impact,Status,Aging_Hours,Escalated,Escalation_Level,Recovery_Time_Hours,Recurrence,Hypercare_Phase,War_Room,Decision_Cycle_Min,Cross_Team_Dependency,Executive_Visibility,Rollback_Readiness,HSI,ORE,SV,SFI,CCE,RRS
INC940315,2026-04-04 02:00:00,Mexico,ABAP,Sev4,Low,Open,12,No,None,29,Yes,Week 1,LATAM Command Center,34,Low,High,87,78,70,11,64,63,82
INC940316,2026-04-30 22:00:00,Argentina,TM,Sev3,Medium,In Progress,19,No,None,1,Yes,Week 2,LATAM Command Center,88,High,High,77,92,29,14,51,63,85
INC940317,2026-04-07 19:00:00,Brazil,CO,Sev4,Medium,In Progress,4,No,None,21,No,Week 4,Global Hypercare Hub,13,Low,Medium,96,85,37,-9,77,68,81
INC940318,2026-04-13 19:00:00,Mexico,TM,Sev2,High,Monitoring,20,Yes,L2,23,Yes,Week 4,Global Hypercare Hub,48,Medium,Medium,87,87,20,3,86,89,73
INC940319,2026-04-02 13:00:00,Brazil,ABAP,Sev3,High,In Progress,10,Yes,L3,29,No,Week 3,Global Hypercare Hub,118,Low,Medium,86,60,29,-8,92,79,75
INC940320,2026-04-30 12:00:00,Mexico,SD,Sev4,Medium,In Progress,9,No,None,11,No,Week 4,LATAM Command Center,53,Low,Medium,66,69,50,0,76,84,70
INC940321,2026-04-17 01:00:00,Mexico,MDG,Sev1,Critical,In Progress,11,No,None,3,Yes,Week 4,North America War Room,34,Low,Low,97,68,63,-11,50,63,90
INC940322,2026-04-12 14:00:00,Chile,ABAP,Sev2,High,Resolved,31,Yes,L2,9,Yes,Week 3,North America War Room,79,Medium,High,75,88,38,-10,82,85,68
INC940323,2026-04-07 10:00:00,Colombia,SD,Sev3,High,Monitoring,6,Yes,L3,26,Yes,Week 4,North America War Room,61,Medium,High,64,85,48,8,49,94,94
INC940324,2026-04-28 11:00:00,Mexico,FI,Sev1,Critical,Open,14,No,None,9,Yes,Week 2,North America War Room,56,Low,Medium,99,61,24,0,63,95,88
INC940325,2026-04-07 12:00:00,Argentina,MDG,Sev3,High,Open,15,Yes,L2,3,Yes,Week 3,LATAM Command Center,95,Medium,Low,85,81,35,13,52,67,87
INC940326,2026-04-27 18:00:00,USA,TM,Sev3,High,Monitoring,1,No,None,8,No,Week 1,North America War Room,105,High,High,72,83,56,1,61,91,66
INC940327,2026-04-01 23:00:00,Argentina,MM,Sev1,Critical,In Progress,71,No,None,15,No,Week 3,Global Hypercare Hub,95,Medium,Low,82,79,72,-5,60,79,79
INC940328,2026-04-15 01:00:00,Mexico,MM,Sev2,High,Resolved,6,No,None,5,Yes,Week 4,North America War Room,96,Medium,Medium,93,90,39,-10,52,79,81
INC940329,2026-04-24 05:00:00,Argentina,MDG,Sev2,Critical,In Progress,45,Yes,L2,23,No,Week 2,LATAM Command Center,18,Medium,Low,87,74,37,-11,72,73,83
INC940330,2026-04-20 08:00:00,Brazil,SD,Sev4,Low,Resolved,5,Yes,L1,1,Yes,Week 3,North America War Room,81,High,High,61,59,50,-9,57,90,81
INC940331,2026-04-19 16:00:00,Canada,FI,Sev1,Critical,Monitoring,24,Yes,L1,13,No,Week 4,Global Hypercare Hub,91,Medium,Low,61,69,27,-11,83,90,95
INC940332,2026-04-05 04:00:00,Mexico,SD,Sev3,High,Open,7,Yes,L2,30,Yes,Week 3,Global Hypercare Hub,55,Low,Medium,85,61,41,17,86,84,77
INC940333,2026-04-19 20:00:00,Colombia,ABAP,Sev4,Medium,Resolved,7,Yes,L1,5,Yes,Week 3,North America War Room,54,High,Medium,80,86,37,16,75,76,91
INC940334,2026-04-21 04:00:00,Mexico,SD,Sev3,Medium,In Progress,22,No,None,9,No,Week 4,Global Hypercare Hub,82,Medium,Low,95,86,61,-10,81,70,97
INC940335,2026-04-02 12:00:00,Colombia,MDG,Sev4,Medium,Monitoring,7,Yes,L2,35,Yes,Week 1,Global Hypercare Hub,61,Low,Medium,81,69,30,12,55,66,84
INC940336,2026-04-12 06:00:00,Canada,TM,Sev4,Low,Open,11,No,None,2,No,Week 3,Global Hypercare Hub,15,Medium,High,89,84,16,18,93,69,75
INC940337,2026-04-18 00:00:00,Peru,ABAP,Sev4,Low,Resolved,9,No,None,15,Yes,Week 1,North America War Room,62,High,High,100,67,35,-4,70,82,77
INC940338,2026-04-07 12:00:00,Argentina,CO,Sev4,Low,Monitoring,4,Yes,L1,35,No,Week 1,North America War Room,68,Medium,Medium,97,88,40,3,93,78,87
INC940339,2026-04-18 00:00:00,USA,Basis,Sev1,Critical,Resolved,46,No,None,27,No,Week 3,North America War Room,76,Low,Medium,67,68,65,17,75,55,88
INC940340,2026-04-15 07:00:00,Chile,CO,Sev3,Medium,In Progress,15,Yes,L1,5,No,Week 3,North America War Room,92,High,Medium,96,83,42,12,79,91,94
INC940341,2026-04-09 13:00:00,Argentina,MDG,Sev3,High,Monitoring,5,No,None,30,No,Week 3,North America War Room,80,High,High,84,89,68,-12,60,77,77
INC940342,2026-04-20 14:00:00,Chile,TM,Sev4,Medium,Resolved,3,Yes,L2,28,No,Week 4,Global Hypercare Hub,120,Medium,High,60,75,19,-3,62,56,92
INC940343,2026-04-24 03:00:00,Peru,MM,Sev4,Low,Open,10,Yes,L3,34,Yes,Week 3,LATAM Command Center,81,Medium,Low,86,71,33,11,48,84,63
INC940344,2026-04-24 11:00:00,Brazil,Basis,Sev3,Medium,Monitoring,20,Yes,L1,23,Yes,Week 3,LATAM Command Center,87,High,Medium,67,59,56,14,48,74,67
INC940345,2026-04-06 15:00:00,Peru,TM,Sev3,High,Open,14,No,None,21,No,Week 3,LATAM Command Center,70,Medium,Low,76,84,67,-1,52,63,86
INC940346,2026-04-10 07:00:00,Argentina,CO,Sev3,High,Open,6,Yes,L3,12,Yes,Week 2,LATAM Command Center,40,Low,Low,76,69,58,8,54,85,81
INC940347,2026-04-21 14:00:00,Mexico,Basis,Sev1,Critical,Open,62,No,None,22,Yes,Week 4,LATAM Command Center,62,Medium,Low,94,91,27,15,69,71,81
INC940348,2026-04-30 23:00:00,Colombia,SD,Sev4,Medium,Resolved,8,No,None,1,No,Week 3,North America War Room,48,Low,Low,93,88,32,18,53,60,71
INC940349,2026-04-06 16:00:00,Peru,Basis,Sev4,Low,Resolved,1,No,None,26,Yes,Week 4,Global Hypercare Hub,81,Low,Medium,97,67,43,3,81,82,69
INC940350,2026-04-08 17:00:00,Peru,SD,Sev2,High,Open,17,No,None,28,No,Week 3,Global Hypercare Hub,99,Medium,High,70,59,16,17,62,60,73
INC940351,2026-04-03 09:00:00,Canada,Basis,Sev4,Low,Resolved,1,No,None,26,Yes,Week 1,North America War Room,41,High,Medium,75,75,62,5,80,97,75
INC940352,2026-04-17 06:00:00,Canada,ABAP,Sev4,Medium,Resolved,4,Yes,L3,20,Yes,Week 2,LATAM Command Center,119,High,Medium,82,80,66,3,73,56,84
INC940353,2026-04-08 17:00:00,Peru,FI,Sev3,High,Resolved,12,No,None,11,No,Week 2,LATAM Command Center,116,High,High,84,68,53,-8,83,59,87
INC940354,2026-04-06 17:00:00,Canada,CO,Sev3,Medium,In Progress,18,Yes,L2,33,No,Week 4,North America War Room,102,High,High,84,75,15,-6,80,63,98
INC940355,2026-04-17 12:00:00,Brazil,MM,Sev4,Medium,Monitoring,4,Yes,L2,6,Yes,Week 1,North America War Room,89,Medium,Low,74,87,15,-5,54,71,67
INC940356,2026-04-23 01:00:00,Canada,ABAP,Sev3,High,Monitoring,24,Yes,L2,18,Yes,Week 2,LATAM Command Center,88,Low,High,63,58,49,9,58,66,90
INC940357,2026-04-17 20:00:00,Chile,MDG,Sev2,High,In Progress,43,Yes,L2,8,No,Week 2,LATAM Command Center,47,Low,High,65,63,49,11,69,63,63
INC940358,2026-04-13 16:00:00,Chile,CO,Sev3,High,Resolved,8,No,None,14,Yes,Week 3,LATAM Command Center,74,High,Low,75,81,62,-6,92,58,87
INC940359,2026-04-24 14:00:00,Colombia,Basis,Sev2,Critical,In Progress,42,Yes,L3,29,No,Week 1,LATAM Command Center,43,Low,Medium,74,89,37,-1,70,97,87
INC940360,2026-04-04 08:00:00,Canada,FI,Sev3,High,In Progress,17,Yes,L3,4,No,Week 3,LATAM Command Center,90,High,High,75,87,71,-2,92,89,93
INC940361,2026-04-05 13:00:00,Chile,Basis,Sev2,High,Monitoring,41,Yes,L2,35,Yes,Week 2,LATAM Command Center,95,High,Low,68,88,26,1,63,86,67
INC940362,2026-04-07 08:00:00,Canada,MM,Sev2,High,Monitoring,29,Yes,L3,22,Yes,Week 3,LATAM Command Center,79,Low,High,94,58,63,18,95,72,89
INC940363,2026-04-22 08:00:00,Mexico,TM,Sev3,Medium,Monitoring,19,Yes,L1,12,No,Week 1,LATAM Command Center,17,Medium,High,71,66,65,11,78,73,77
INC940364,2026-04-05 01:00:00,Canada,MM,Sev4,Low,In Progress,2,No,None,16,No,Week 3,North America War Room,84,Low,Medium,66,83,60,-5,70,68,65
INC940365,2026-04-20 05:00:00,USA,Basis,Sev3,Medium,In Progress,12,Yes,L2,19,Yes,Week 4,LATAM Command Center,37,Low,High,97,70,31,-11,85,72,63
INC940366,2026-04-22 04:00:00,Peru,Basis,Sev3,High,In Progress,22,No,None,29,No,Week 4,LATAM Command Center,41,Low,Medium,68,83,15,3,53,79,76
INC940367,2026-04-15 23:00:00,Canada,SD,Sev2,Critical,Monitoring,40,Yes,L1,19,No,Week 3,LATAM Command Center,19,Low,High,64,86,62,4,86,80,63
INC940368,2026-04-03 01:00:00,Argentina,ABAP,Sev3,Medium,Resolved,20,No,None,17,No,Week 4,LATAM Command Center,16,Medium,Medium,64,62,25,1,48,88,63
INC940369,2026-04-23 14:00:00,Mexico,TM,Sev4,Low,In Progress,12,Yes,L1,13,No,Week 2,LATAM Command Center,113,Low,Medium,76,82,63,10,92,80,90
INC940370,2026-04-20 07:00:00,Chile,MDG,Sev3,High,Monitoring,14,No,None,28,No,Week 3,LATAM Command Center,95,Low,Low,93,62,40,7,92,86,86
INC940371,2026-04-14 19:00:00,Mexico,SD,Sev1,Critical,Monitoring,43,No,None,18,No,Week 3,North America War Room,57,High,Medium,90,64,29,14,52,66,98
INC940372,2026-04-13 01:00:00,Colombia,MDG,Sev4,Medium,In Progress,12,Yes,L1,21,Yes,Week 3,LATAM Command Center,72,Low,Low,94,63,50,13,78,55,93
INC940373,2026-04-29 01:00:00,Brazil,TM,Sev2,High,Monitoring,44,No,None,25,No,Week 1,Global Hypercare Hub,37,Low,Medium,92,66,47,-8,77,59,89
INC940374,2026-04-01 06:00:00,Peru,SD,Sev3,High,Open,22,No,None,8,No,Week 3,Global Hypercare Hub,53,Low,Medium,63,79,50,10,80,74,72
INC940375,2026-04-24 19:00:00,Peru,MDG,Sev3,High,Monitoring,5,Yes,L3,35,No,Week 1,North America War Room,44,High,Low,98,84,69,-1,76,94,76
INC940376,2026-04-07 04:00:00,Colombia,Basis,Sev3,Medium,Resolved,13,Yes,L1,33,No,Week 4,LATAM Command Center,29,Low,High,65,60,19,-3,60,89,82
INC940377,2026-04-08 11:00:00,Mexico,SD,Sev3,High,Open,8,No,None,6,No,Week 4,LATAM Command Center,99,Low,Medium,98,85,54,4,81,73,79
INC940378,2026-04-20 02:00:00,Brazil,MDG,Sev2,Critical,Monitoring,36,No,None,3,Yes,Week 4,Global Hypercare Hub,26,High,High,74,60,58,15,88,58,85
INC940379,2026-04-28 19:00:00,USA,MM,Sev1,Critical,Resolved,10,Yes,L3,33,No,Week 3,North America War Room,20,High,Medium,86,64,57,12,77,57,79
INC940380,2026-04-14 22:00:00,Chile,ABAP,Sev4,Low,In Progress,8,Yes,L2,34,Yes,Week 1,LATAM Command Center,73,Medium,Medium,68,84,61,5,75,63,75
INC940381,2026-04-06 18:00:00,USA,Basis,Sev4,Medium,Monitoring,6,No,None,3,Yes,Week 4,North America War Room,106,Medium,Low,64,89,25,-10,70,92,74
INC940382,2026-04-03 15:00:00,Brazil,Basis,Sev4,Medium,Monitoring,9,No,None,32,Yes,Week 2,Global Hypercare Hub,50,Low,Low,61,71,71,12,77,95,73
INC940383,2026-04-07 20:00:00,Canada,SD,Sev3,High,Monitoring,12,No,None,35,No,Week 1,Global Hypercare Hub,92,High,Low,90,83,45,13,94,96,91
INC940384,2026-04-02 00:00:00,Colombia,MDG,Sev4,Low,Resolved,3,Yes,L3,9,Yes,Week 1,North America War Room,113,Low,High,82,87,22,-11,80,88,65
INC940385,2026-04-18 17:00:00,Brazil,MDG,Sev4,Medium,In Progress,6,Yes,L2,7,No,Week 4,LATAM Command Center,18,High,Medium,83,92,55,-7,52,65,91
INC940386,2026-04-30 08:00:00,Peru,MM,Sev2,High,Monitoring,42,No,None,34,No,Week 3,LATAM Command Center,69,Low,Low,70,77,27,-9,83,89,70
INC940387,2026-04-15 08:00:00,Argentina,MDG,Sev2,High,In Progress,43,Yes,L3,6,Yes,Week 4,LATAM Command Center,18,Low,Low,85,76,28,0,76,62,85
INC940388,2026-04-26 22:00:00,USA,FI,Sev1,Critical,Open,43,No,None,27,Yes,Week 1,Global Hypercare Hub,18,Medium,Medium,75,82,36,-9,88,62,83
INC940389,2026-04-02 17:00:00,Canada,CO,Sev4,Medium,Resolved,11,Yes,L2,34,Yes,Week 3,Global Hypercare Hub,14,High,High,62,70,63,6,74,96,72
INC940390,2026-04-30 09:00:00,USA,ABAP,Sev4,Medium,In Progress,4,Yes,L3,15,No,Week 2,LATAM Command Center,113,Medium,High,85,76,55,-4,83,76,91
INC940391,2026-04-22 23:00:00,Canada,Basis,Sev3,Medium,Monitoring,4,No,None,30,Yes,Week 3,Global Hypercare Hub,113,High,High,67,92,70,-7,83,87,82
INC940392,2026-04-16 00:00:00,Brazil,MDG,Sev3,High,Open,6,No,None,20,No,Week 2,North America War Room,75,Low,Medium,84,96,23,-9,75,84,88
INC940393,2026-04-13 20:00:00,USA,ABAP,Sev2,Critical,Open,23,No,None,21,No,Week 2,North America War Room,109,Medium,High,91,69,44,13,48,56,82
INC940394,2026-04-29 23:00:00,Brazil,ABAP,Sev2,High,Open,5,No,None,26,No,Week 3,Global Hypercare Hub,45,Medium,Low,69,77,53,11,95,61,78
INC940395,2026-04-27 10:00:00,Peru,Basis,Sev3,Medium,Open,20,No,None,22,Yes,Week 1,LATAM Command Center,71,Low,High,65,71,18,13,94,64,82
INC940396,2026-04-22 12:00:00,Argentina,FI,Sev2,Critical,Monitoring,13,No,None,12,No,Week 1,LATAM Command Center,103,Medium,High,94,60,48,-10,67,85,91
INC940397,2026-04-11 05:00:00,Canada,TM,Sev3,Medium,Monitoring,24,Yes,L3,14,No,Week 3,North America War Room,96,High,High,94,96,37,17,48,57,62
INC940398,2026-04-07 06:00:00,Peru,CO,Sev2,High,Monitoring,44,Yes,L3,34,Yes,Week 1,North America War Room,20,High,Low,92,61,70,-8,65,98,64
INC940399,2026-04-01 18:00:00,Peru,TM,Sev2,Critical,Open,33,Yes,L2,18,No,Week 1,North America War Room,37,Low,High,70,92,46,0,64,70,74
INC940400,2026-04-18 05:00:00,Canada,MDG,Sev1,Critical,Resolved,64,Yes,L3,28,No,Week 4,LATAM Command Center,120,Medium,Low,90,76,59,16,60,66,79
INC940401,2026-04-26 11:00:00,Canada,FI,Sev4,Low,Monitoring,1,No,None,20,No,Week 3,LATAM Command Center,32,Medium,High,85,90,58,-11,76,96,98
INC940402,2026-04-14 11:00:00,Brazil,MM,Sev1,Critical,Monitoring,56,No,None,6,Yes,Week 4,Global Hypercare Hub,32,Low,Medium,68,84,39,-8,90,91,70
INC940403,2026-04-23 11:00:00,Mexico,ABAP,Sev4,Medium,Open,12,No,None,2,No,Week 3,North America War Room,56,Medium,High,61,73,41,11,65,81,77
INC940404,2026-04-30 05:00:00,Peru,MM,Sev4,Low,Monitoring,11,No,None,33,No,Week 3,North America War Room,51,Medium,High,70,86,28,17,66,65,73
INC940405,2026-04-19 11:00:00,Brazil,SD,Sev3,Medium,In Progress,16,No,None,28,Yes,Week 1,LATAM Command Center,13,High,Low,71,75,23,-7,95,90,92
INC940406,2026-04-11 07:00:00,Peru,Basis,Sev3,Medium,Monitoring,6,Yes,L3,14,Yes,Week 1,Global Hypercare Hub,81,Medium,High,96,70,29,1,63,89,92
INC940407,2026-04-25 08:00:00,Canada,Basis,Sev3,High,In Progress,20,Yes,L1,2,Yes,Week 4,LATAM Command Center,82,Medium,High,94,59,50,9,80,68,63
INC940408,2026-04-09 14:00:00,Peru,CO,Sev3,Medium,Monitoring,18,Yes,L1,1,Yes,Week 3,North America War Room,83,Low,High,92,60,30,6,95,62,73
INC940409,2026-04-03 11:00:00,Peru,TM,Sev3,Medium,Open,17,Yes,L2,11,No,Week 1,Global Hypercare Hub,42,Medium,Medium,62,66,64,5,68,96,93
INC940410,2026-04-14 02:00:00,Brazil,CO,Sev3,High,Monitoring,16,No,None,11,No,Week 3,LATAM Command Center,31,High,Medium,63,75,57,-1,90,60,92
INC940411,2026-04-03 20:00:00,Chile,MM,Sev3,Medium,Resolved,7,Yes,L3,29,No,Week 2,Global Hypercare Hub,18,Low,Medium,90,92,29,-6,57,95,67
INC940412,2026-04-02 16:00:00,Brazil,MM,Sev2,Critical,Resolved,48,Yes,L2,10,No,Week 2,North America War Room,31,Low,Low,76,88,52,14,76,94,80
INC940413,2026-04-29 02:00:00,Mexico,Basis,Sev3,High,In Progress,15,Yes,L1,6,No,Week 3,LATAM Command Center,101,Medium,High,68,69,65,-11,56,63,98
INC940414,2026-04-11 13:00:00,Chile,Basis,Sev4,Medium,Monitoring,3,Yes,L2,33,No,Week 2,LATAM Command Center,103,Low,Medium,81,88,49,10,68,57,76
INC940415,2026-04-16 03:00:00,Peru,TM,Sev4,Medium,Open,9,No,None,26,Yes,Week 2,LATAM Command Center,82,Medium,Low,64,95,34,12,61,78,79
INC940416,2026-04-20 21:00:00,USA,ABAP,Sev3,Medium,Monitoring,21,No,None,11,Yes,Week 4,North America War Room,118,High,High,74,94,30,-5,62,69,91
INC940417,2026-04-29 06:00:00,Peru,MM,Sev3,High,Resolved,5,Yes,L1,35,No,Week 3,North America War Room,104,High,Medium,79,83,39,5,66,56,95
INC940418,2026-04-01 10:00:00,Canada,Basis,Sev4,Low,Open,8,No,None,28,No,Week 3,LATAM Command Center,88,High,High,98,74,72,11,58,86,62
INC940419,2026-04-20 10:00:00,Canada,MM,Sev2,High,Open,28,Yes,L2,7,Yes,Week 4,LATAM Command Center,85,Medium,Low,60,86,34,5,54,88,62
INC940420,2026-04-19 23:00:00,USA,MM,Sev3,Medium,Monitoring,3,No,None,29,Yes,Week 4,Global Hypercare Hub,71,High,Low,90,70,38,-9,88,88,82
INC940421,2026-04-07 18:00:00,Mexico,TM,Sev4,Low,In Progress,1,Yes,L3,15,No,Week 4,LATAM Command Center,118,Low,High,71,84,52,13,54,94,67
INC940422,2026-04-09 18:00:00,Peru,CO,Sev4,Low,Open,3,Yes,L3,15,Yes,Week 3,Global Hypercare Hub,88,High,High,98,74,52,4,86,81,98
INC940423,2026-04-26 14:00:00,Canada,TM,Sev2,High,Resolved,9,Yes,L1,7,Yes,Week 1,LATAM Command Center,68,High,Medium,94,81,44,6,64,61,74
INC940424,2026-04-23 05:00:00,Peru,FI,Sev3,Medium,Open,8,No,None,5,Yes,Week 3,North America War Room,46,Medium,Medium,86,75,29,4,68,88,60
INC940425,2026-04-18 17:00:00,Argentina,SD,Sev4,Low,In Progress,3,Yes,L1,24,Yes,Week 3,LATAM Command Center,52,Medium,Low,61,93,35,-4,61,84,66
INC940426,2026-04-01 22:00:00,Canada,TM,Sev3,High,Resolved,4,Yes,L1,15,Yes,Week 1,North America War Room,33,High,High,89,63,62,17,74,65,88
INC940427,2026-04-30 10:00:00,Peru,CO,Sev3,Medium,Open,23,No,None,25,No,Week 2,Global Hypercare Hub,43,Low,High,82,61,51,-4,74,61,85
INC940428,2026-04-30 05:00:00,Colombia,MM,Sev3,High,In Progress,12,Yes,L3,34,Yes,Week 2,LATAM Command Center,15,Low,High,63,69,64,13,83,71,99
INC940429,2026-04-12 20:00:00,Peru,SD,Sev2,High,Resolved,19,Yes,L1,28,Yes,Week 3,LATAM Command Center,47,Medium,Low,84,65,32,-7,53,91,94
INC940430,2026-04-24 11:00:00,Mexico,Basis,Sev3,Medium,Monitoring,22,No,None,22,Yes,Week 3,Global Hypercare Hub,87,Low,Low,92,63,43,12,87,93,70
INC940431,2026-04-29 07:00:00,Brazil,MDG,Sev3,High,Open,4,Yes,L3,10,No,Week 1,LATAM Command Center,66,High,Low,77,77,22,0,76,85,95
INC940432,2026-04-27 20:00:00,Brazil,MM,Sev4,Low,Open,6,Yes,L2,7,Yes,Week 2,Global Hypercare Hub,110,High,Low,60,71,59,-7,72,86,97
INC940433,2026-04-05 11:00:00,Chile,SD,Sev4,Medium,In Progress,10,Yes,L1,1,Yes,Week 4,Global Hypercare Hub,96,Low,Medium,76,60,28,14,81,71,95
INC940434,2026-04-24 20:00:00,Canada,TM,Sev3,High,In Progress,22,No,None,31,No,Week 3,North America War Room,95,Low,Low,62,71,19,-11,88,96,76
INC940435,2026-04-11 23:00:00,Mexico,CO,Sev4,Medium,In Progress,4,Yes,L2,27,Yes,Week 3,LATAM Command Center,101,Low,Medium,62,90,31,-12,76,74,83
INC940436,2026-04-08 00:00:00,Canada,CO,Sev3,High,Open,8,Yes,L3,26,No,Week 1,North America War Room,22,Medium,Medium,87,62,45,9,65,73,76
INC940437,2026-04-14 20:00:00,USA,TM,Sev2,Critical,Open,4,No,None,10,Yes,Week 2,Global Hypercare Hub,74,Medium,Low,79,86,31,-9,74,94,62
INC940438,2026-04-20 11:00:00,Peru,CO,Sev2,Critical,Open,41,No,None,27,Yes,Week 2,LATAM Command Center,102,Medium,Medium,71,89,53,15,55,60,95
INC940439,2026-04-21 02:00:00,Brazil,FI,Sev3,Medium,Monitoring,3,Yes,L3,25,No,Week 1,North America War Room,41,Medium,Medium,68,96,70,-8,68,93,77
INC940440,2026-04-22 11:00:00,Brazil,ABAP,Sev4,Low,In Progress,10,No,None,19,No,Week 3,LATAM Command Center,59,High,Medium,90,81,69,14,90,81,63
INC940441,2026-04-02 04:00:00,Argentina,Basis,Sev4,Low,Monitoring,2,No,None,27,No,Week 1,North America War Room,89,High,High,79,78,30,0,81,57,73
INC940442,2026-04-06 04:00:00,USA,ABAP,Sev4,Low,Monitoring,7,No,None,11,No,Week 4,Global Hypercare Hub,85,Medium,High,75,64,18,-12,90,68,84
INC940443,2026-04-16 01:00:00,Chile,MM,Sev3,High,Monitoring,24,No,None,5,Yes,Week 3,LATAM Command Center,82,Low,High,73,90,34,3,61,78,85
INC940444,2026-04-21 23:00:00,Argentina,FI,Sev2,Critical,Resolved,35,No,None,23,Yes,Week 1,North America War Room,111,Medium,Medium,67,87,42,9,50,70,78
INC940445,2026-04-07 11:00:00,USA,Basis,Sev4,Medium,Resolved,11,No,None,5,Yes,Week 3,North America War Room,40,Medium,High,64,82,37,-4,82,60,88
INC940446,2026-04-24 20:00:00,Chile,SD,Sev4,Medium,Resolved,7,No,None,33,Yes,Week 1,North America War Room,47,Low,High,98,90,47,13,87,75,71
INC940447,2026-04-23 08:00:00,Brazil,CO,Sev3,Medium,Open,19,No,None,21,Yes,Week 1,Global Hypercare Hub,19,Low,Medium,68,73,17,-7,94,60,86
INC940448,2026-04-06 22:00:00,Peru,TM,Sev3,High,Resolved,1,Yes,L3,3,Yes,Week 2,Global Hypercare Hub,41,High,Low,65,63,31,4,94,83,89
INC940449,2026-04-13 17:00:00,Chile,Basis,Sev2,Critical,Resolved,27,Yes,L3,31,Yes,Week 1,North America War Room,82,High,Medium,79,92,40,0,91,56,65
INC940450,2026-04-08 07:00:00,USA,ABAP,Sev2,Critical,In Progress,12,Yes,L2,17,Yes,Week 2,LATAM Command Center,64,High,Low,91,71,49,9,65,91,77
INC940451,2026-04-28 02:00:00,Brazil,FI,Sev2,Critical,Open,37,Yes,L2,30,No,Week 4,North America War Room,54,High,Medium,61,91,59,9,95,84,85
INC940452,2026-04-12 20:00:00,Brazil,FI,Sev2,Critical,In Progress,26,Yes,L1,35,Yes,Week 4,LATAM Command Center,114,Low,Low,98,68,29,1,77,79,60
INC940453,2026-04-14 20:00:00,Mexico,SD,Sev3,High,In Progress,8,Yes,L3,21,Yes,Week 4,LATAM Command Center,91,High,Medium,95,92,19,-12,72,57,87
INC940454,2026-04-26 05:00:00,Mexico,FI,Sev4,Medium,Monitoring,11,Yes,L2,36,No,Week 2,Global Hypercare Hub,75,Medium,Low,61,74,42,11,92,62,76
INC940455,2026-04-01 06:00:00,Colombia,MM,Sev2,High,Open,32,No,None,21,No,Week 3,North America War Room,120,Medium,Low,98,68,47,4,81,58,78
INC940456,2026-04-28 06:00:00,Chile,FI,Sev3,High,Open,18,No,None,8,Yes,Week 2,Global Hypercare Hub,106,Medium,Medium,79,87,33,-11,57,75,98
INC940457,2026-04-20 11:00:00,Mexico,ABAP,Sev4,Low,Monitoring,9,Yes,L1,13,No,Week 4,North America War Room,67,High,Low,95,70,46,-4,74,87,79
INC940458,2026-04-20 23:00:00,Chile,CO,Sev2,High,Monitoring,18,No,None,33,Yes,Week 3,LATAM Command Center,105,Low,Medium,93,85,68,0,75,86,63
INC940459,2026-04-21 21:00:00,Chile,ABAP,Sev2,High,Open,19,No,None,22,Yes,Week 3,North America War Room,17,Low,Low,65,67,28,1,49,58,79
INC940460,2026-04-11 15:00:00,Chile,ABAP,Sev2,High,In Progress,5,Yes,L2,19,No,Week 1,LATAM Command Center,75,Low,Medium,89,83,67,10,57,96,84
INC940461,2026-04-09 22:00:00,Colombia,MM,Sev1,Critical,Open,67,Yes,L3,19,No,Week 3,Global Hypercare Hub,103,High,High,90,63,21,9,68,92,60
INC940462,2026-04-20 14:00:00,Chile,TM,Sev4,Medium,Monitoring,2,No,None,33,No,Week 3,Global Hypercare Hub,106,Medium,High,64,87,60,10,69,76,81
INC940463,2026-04-06 09:00:00,Brazil,Basis,Sev4,Low,Monitoring,10,Yes,L1,33,No,Week 3,Global Hypercare Hub,56,Medium,High,88,71,63,-9,88,56,78
INC940464,2026-04-03 12:00:00,Brazil,Basis,Sev3,Medium,Monitoring,14,No,None,9,Yes,Week 2,North America War Room,70,High,High,95,88,63,-11,50,55,85
INC940465,2026-04-21 12:00:00,Canada,FI,Sev4,Low,In Progress,1,Yes,L1,31,No,Week 3,North America War Room,79,High,Medium,67,87,59,4,76,68,99
INC940466,2026-04-10 19:00:00,Argentina,ABAP,Sev1,Critical,Resolved,62,No,None,14,No,Week 4,LATAM Command Center,47,Low,High,63,70,30,-6,90,91,91
INC940467,2026-04-24 01:00:00,Chile,TM,Sev2,High,In Progress,42,No,None,29,No,Week 1,Global Hypercare Hub,113,High,Low,82,76,22,16,87,77,88
INC940468,2026-04-06 12:00:00,Chile,MDG,Sev1,Critical,Open,14,No,None,34,No,Week 2,Global Hypercare Hub,13,Low,Medium,65,67,23,17,67,88,68
INC940469,2026-04-26 19:00:00,Chile,Basis,Sev3,Medium,Resolved,21,Yes,L3,1,No,Week 4,North America War Room,93,Low,Medium,62,76,43,-8,62,84,72
INC940470,2026-04-16 09:00:00,Peru,ABAP,Sev2,Critical,Monitoring,22,No,None,9,No,Week 4,North America War Room,117,Medium,Low,60,66,52,-3,66,96,68
INC940471,2026-04-19 10:00:00,Canada,ABAP,Sev3,High,Open,6,Yes,L2,7,No,Week 3,Global Hypercare Hub,100,Medium,High,67,62,18,16,79,66,98
INC940472,2026-04-27 01:00:00,Chile,MDG,Sev2,High,In Progress,4,No,None,15,No,Week 4,North America War Room,85,Medium,Medium,76,61,47,17,74,92,64
